DB,DB_Object_ID,DB_Object_Symbol,Qualifier,GO_ID,DB:References,Evidence_code,With_or_from,Aspect_GO_DAG_Abbreviation,DB_Object_Name,DB_Object_Synonym,DB_Object_Type,Taxon,Date,Assigned_by,Annotation_extension,Gene_product_form_ID
MGI,MGI:1276124,Ep400,,GO:0003682,GO_REF:0000096|MGI:MGI:4417868,ISO,RGD:1304733,F,E1A binding protein p400,1700020J09Rik|mDomino|p400,protein,taxon:10090,20141017,MGI,,
MGI,MGI:1276124,Ep400,,GO:0004386,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0347,F,E1A binding protein p400,1700020J09Rik|mDomino|p400,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1276124,Ep400,,GO:0005515,MGI:MGI:4839441|PMID:18758164,IPI,UniProtKB:P83870,F,E1A binding protein p400,1700020J09Rik|mDomino|p400,protein,taxon:10090,20100920,UniProt,,
MGI,MGI:1276124,Ep400,,GO:0005524,GO_REF:0000002|MGI:MGI:2152098,IEA,InterPro:IPR000330,F,E1A binding protein p400,1700020J09Rik|mDomino|p400,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1276124,Ep400,,GO:0005524,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0067,F,E1A binding protein p400,1700020J09Rik|mDomino|p400,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1276124,Ep400,,GO:0005634,GO_REF:0000096|MGI:MGI:4417868,ISO,RGD:1304733,C,E1A binding protein p400,1700020J09Rik|mDomino|p400,protein,taxon:10090,20141017,MGI,,
MGI,MGI:1276124,Ep400,,GO:0006325,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0156,P,E1A binding protein p400,1700020J09Rik|mDomino|p400,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1276124,Ep400,,GO:0016607,MGI:MGI:4839441|PMID:18758164,IDA,,C,E1A binding protein p400,1700020J09Rik|mDomino|p400,protein,taxon:10090,20100920,UniProt,,
MGI,MGI:1276124,Ep400,,GO:0016787,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0378,F,E1A binding protein p400,1700020J09Rik|mDomino|p400,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1276124,Ep400,,GO:0035267,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q96L91,C,E1A binding protein p400,1700020J09Rik|mDomino|p400,protein,taxon:10090,20101213,MGI,,
MGI,MGI:1276124,Ep400,,GO:0043967,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q96L91,P,E1A binding protein p400,1700020J09Rik|mDomino|p400,protein,taxon:10090,20101213,MGI,,
MGI,MGI:1276124,Ep400,,GO:0043968,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q96L91,P,E1A binding protein p400,1700020J09Rik|mDomino|p400,protein,taxon:10090,20101213,MGI,,
MGI,MGI:1276124,Ep400,,GO:1990405,GO_REF:0000096|MGI:MGI:4417868,ISO,RGD:1304733,F,E1A binding protein p400,1700020J09Rik|mDomino|p400,protein,taxon:10090,20141017,MGI,,
MGI,MGI:1278322,Epc1,,GO:0000122,MGI:MGI:1928179|PMID:10976108,ISO,UniProtKB:Q9H2F5,P,enhancer of polycomb homolog 1,2400007E14Rik|5730566F07Rik|A930032N02Rik,protein,taxon:10090,20070611,MGI,,
MGI,MGI:1278322,Epc1,contributes_to,GO:0004402,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q9H2F5,F,enhancer of polycomb homolog 1,2400007E14Rik|5730566F07Rik|A930032N02Rik,protein,taxon:10090,20090619,MGI,,
MGI,MGI:1278322,Epc1,,GO:0005634,MGI:MGI:3708191|PMID:17192267,ISO,UniProtKB:Q9H2F5,C,enhancer of polycomb homolog 1,2400007E14Rik|5730566F07Rik|A930032N02Rik,protein,taxon:10090,20070611,MGI,,
MGI,MGI:1278322,Epc1,,GO:0005634,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q9H2F5,C,enhancer of polycomb homolog 1,2400007E14Rik|5730566F07Rik|A930032N02Rik,protein,taxon:10090,20011002,MGI,,
MGI,MGI:1278322,Epc1,,GO:0005654,MGI:MGI:1928179|PMID:10976108,ISO,UniProtKB:Q9H2F5,C,enhancer of polycomb homolog 1,2400007E14Rik|5730566F07Rik|A930032N02Rik,protein,taxon:10090,20070611,MGI,,
MGI,MGI:1278322,Epc1,,GO:0006325,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0156,P,enhancer of polycomb homolog 1,2400007E14Rik|5730566F07Rik|A930032N02Rik,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1278322,Epc1,,GO:0031965,MGI:MGI:1928179|PMID:10976108,ISO,UniProtKB:Q9H2F5,C,enhancer of polycomb homolog 1,2400007E14Rik|5730566F07Rik|A930032N02Rik,protein,taxon:10090,20070611,MGI,,
MGI,MGI:1278322,Epc1,,GO:0032777,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q9H2F5,C,enhancer of polycomb homolog 1,2400007E14Rik|5730566F07Rik|A930032N02Rik,protein,taxon:10090,20090529,MGI,,
MGI,MGI:1278322,Epc1,,GO:0035267,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q9H2F5,C,enhancer of polycomb homolog 1,2400007E14Rik|5730566F07Rik|A930032N02Rik,protein,taxon:10090,20090429,MGI,,
MGI,MGI:1278322,Epc1,,GO:0040008,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0341,P,enhancer of polycomb homolog 1,2400007E14Rik|5730566F07Rik|A930032N02Rik,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1278322,Epc1,,GO:0043967,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q9H2F5,P,enhancer of polycomb homolog 1,2400007E14Rik|5730566F07Rik|A930032N02Rik,protein,taxon:10090,20090529,MGI,,
MGI,MGI:1278322,Epc1,,GO:0043968,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q9H2F5,P,enhancer of polycomb homolog 1,2400007E14Rik|5730566F07Rik|A930032N02Rik,protein,taxon:10090,20090529,MGI,,
MGI,MGI:1278322,Epc1,,GO:0045814,MGI:MGI:1928179|PMID:10976108,ISO,UniProtKB:Q9H2F5,P,enhancer of polycomb homolog 1,2400007E14Rik|5730566F07Rik|A930032N02Rik,protein,taxon:10090,20070611,MGI,,
MGI,MGI:1278322,Epc1,,GO:0045892,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q9H2F5,P,enhancer of polycomb homolog 1,2400007E14Rik|5730566F07Rik|A930032N02Rik,protein,taxon:10090,20011002,MGI,,
MGI,MGI:1278322,Epc1,,GO:0045944,MGI:MGI:3708191|PMID:17192267,ISA,UniProtKB:Q6QI89,P,enhancer of polycomb homolog 1,2400007E14Rik|5730566F07Rik|A930032N02Rik,protein,taxon:10090,20070611,MGI,,
MGI,MGI:1278322,Epc1,,GO:0045944,MGI:MGI:1928179|PMID:10976108,ISO,UniProtKB:Q9H2F5,P,enhancer of polycomb homolog 1,2400007E14Rik|5730566F07Rik|A930032N02Rik,protein,taxon:10090,20070611,MGI,,
MGI,MGI:1278322,Epc1,,GO:0051155,MGI:MGI:3708191|PMID:17192267,ISA,UniProtKB:Q6QI89,P,enhancer of polycomb homolog 1,2400007E14Rik|5730566F07Rik|A930032N02Rik,protein,taxon:10090,20070611,MGI,,
MGI,MGI:1278321,Epc2,,GO:0005634,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0539,C,enhancer of polycomb homolog 2,D2Ertd694e,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1278321,Epc2,,GO:0006281,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0234,P,enhancer of polycomb homolog 2,D2Ertd694e,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1278321,Epc2,,GO:0006325,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0156,P,enhancer of polycomb homolog 2,D2Ertd694e,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1278321,Epc2,,GO:0006974,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0227,P,enhancer of polycomb homolog 2,D2Ertd694e,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1278321,Epc2,,GO:0035267,GO_REF:0000002|MGI:MGI:2152098,IEA,InterPro:IPR024943,C,enhancer of polycomb homolog 2,D2Ertd694e,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:103582,Ercc5,,GO:0000109,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:P28715,C,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20180807,MGI,,
MGI,MGI:103582,Ercc5,,GO:0000405,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:P28715,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20071128,MGI,,
MGI,MGI:103582,Ercc5,,GO:0000993,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:P28715,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20180807,MGI,,
MGI,MGI:103582,Ercc5,,GO:0003677,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0238,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:103582,Ercc5,,GO:0003677,GO_REF:0000002|MGI:MGI:2152098,IEA,InterPro:IPR008918,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:103582,Ercc5,,GO:0003690,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:P28715,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20071127,MGI,,
MGI,MGI:103582,Ercc5,,GO:0003697,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:P28715,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20071127,MGI,,
MGI,MGI:103582,Ercc5,,GO:0003824,GO_REF:0000002|MGI:MGI:2152098,IEA,InterPro:IPR008918,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:103582,Ercc5,,GO:0004518,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0540,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:103582,Ercc5,,GO:0004518,GO_REF:0000002|MGI:MGI:2152098,IEA,InterPro:IPR006084|InterPro:IPR006085|InterPro:IPR006086,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:103582,Ercc5,,GO:0004519,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0255,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:103582,Ercc5,,GO:0004519,GO_REF:0000002|MGI:MGI:2152098,IEA,InterPro:IPR001044,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:103582,Ercc5,,GO:0004520,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:P28715,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20071127,MGI,,
MGI,MGI:103582,Ercc5,,GO:0005634,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:P28715,C,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20071127,MGI,,
MGI,MGI:103582,Ercc5,colocalizes_with,GO:0005662,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:P28715,C,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20140514,MGI,,
MGI,MGI:103582,Ercc5,,GO:0006281,MGI:MGI:3041918|PMID:15082767,IMP,MGI:MGI:3043589,P,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20050819,MGI,,
MGI,MGI:103582,Ercc5,,GO:0006283,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:P28715,P,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20071128,MGI,,
MGI,MGI:103582,Ercc5,,GO:0006289,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:P28715,P,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20180807,MGI,,
MGI,MGI:103582,Ercc5,,GO:0006289,MGI:MGI:1333374|PMID:10022922,IMP,MGI:MGI:2182793,P,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20071016,MGI,occurs_in(CL:0000057),
MGI,MGI:103582,Ercc5,,GO:0006295,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:P28715,P,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20071030,MGI,,
MGI,MGI:103582,Ercc5,,GO:0006974,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0227,P,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:103582,Ercc5,,GO:0008340,MGI:MGI:3041918|PMID:15082767,IMP,MGI:MGI:3043589,P,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20050819,MGI,,
MGI,MGI:103582,Ercc5,,GO:0009411,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:P28715,P,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20071126,MGI,,
MGI,MGI:103582,Ercc5,,GO:0009411,MGI:MGI:3041918|PMID:15082767,IMP,MGI:MGI:3043589,P,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20050819,MGI,,
MGI,MGI:103582,Ercc5,,GO:0009650,MGI:MGI:82906|PMID:8703115,IDA,,P,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20071016,MGI,,
MGI,MGI:103582,Ercc5,,GO:0009650,GO_REF:0000008|MGI:MGI:2154458,ISO,UniProtKB:P28715,P,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20071016,MGI,,
MGI,MGI:103582,Ercc5,,GO:0009650,MGI:MGI:77034|PMID:7510366,IMP,,P,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20071016,MGI,,
MGI,MGI:103582,Ercc5,,GO:0010225,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:P28715,P,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20071126,MGI,,
MGI,MGI:103582,Ercc5,,GO:0016787,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0378,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:103582,Ercc5,,GO:0016788,GO_REF:0000002|MGI:MGI:2152098,IEA,InterPro:IPR019974,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:103582,Ercc5,,GO:0035264,MGI:MGI:1333374|PMID:10022922,IMP,MGI:MGI:2182793,P,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20071016,MGI,has_participant(EMAPA:25765),
MGI,MGI:103582,Ercc5,,GO:0042803,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:P28715,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20071128,MGI,,
MGI,MGI:103582,Ercc5,,GO:0043066,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:P28715,P,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20071126,MGI,,
MGI,MGI:103582,Ercc5,,GO:0044877,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:P28715,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20180807,MGI,,
MGI,MGI:103582,Ercc5,,GO:0046872,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0479,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:103582,Ercc5,,GO:0047485,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:P28715,F,"excision repair cross-complementing rodent repair deficiency, complementation group 5",Xpg,protein,taxon:10090,20071128,MGI,,
MGI,MGI:1097695,Ezh1,,GO:0000122,MGI:MGI:3820717|PMID:19026781,IDA,,P,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20181201,ARUK-UCL,,
MGI,MGI:1097695,Ezh1,,GO:0000122,MGI:MGI:3846264|PMID:19303854,IMP,,P,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20101221,MGI,,
MGI,MGI:1097695,Ezh1,,GO:0000781,MGI:MGI:892875|PMID:9214638,IGI,UniProtKB:P38827,C,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20181201,ARUK-UCL,,
MGI,MGI:1097695,Ezh1,NOT,GO:0003677,MGI:MGI:3820717|PMID:19026781,IDA,,F,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20181201,ARUK-UCL,,
MGI,MGI:1097695,Ezh1,,GO:0003682,GO_REF:0000096|MGI:MGI:4417868,ISO,RGD:1305028,F,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20141028,MGI,,
MGI,MGI:1097695,Ezh1,,GO:0003714,MGI:MGI:3820717|PMID:19026781,IDA,,F,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20181201,ARUK-UCL,,
MGI,MGI:1097695,Ezh1,,GO:0005515,MGI:MGI:1203943|PMID:9584197,IPI,UniProtKB:P97462,F,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20030623,MGI,,
MGI,MGI:1097695,Ezh1,,GO:0005515,MGI:MGI:4436818|PMID:20064376,IPI,UniProtKB:Q02395|UniProtKB:Q62315,F,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20190407,IntAct,,
MGI,MGI:1097695,Ezh1,,GO:0005634,MGI:MGI:1203943|PMID:9584197,IDA,,C,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20030623,MGI,,
MGI,MGI:1097695,Ezh1,,GO:0005634,GO_REF:0000096|MGI:MGI:4417868,ISO,RGD:1305028,C,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20141028,MGI,,
MGI,MGI:1097695,Ezh1,,GO:0005654,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q92800,C,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20090616,MGI,,
MGI,MGI:1097695,Ezh1,,GO:0006325,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0156,P,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1097695,Ezh1,,GO:0006338,MGI:MGI:3820717|PMID:19026781,IDA,,P,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20181201,ARUK-UCL,,
MGI,MGI:1097695,Ezh1,,GO:0006343,MGI:MGI:3820717|PMID:19026781,IDA,,P,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20181201,ARUK-UCL,,
MGI,MGI:1097695,Ezh1,,GO:0006348,MGI:MGI:892875|PMID:9214638,IGI,UniProtKB:P38827,P,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20181201,ARUK-UCL,,
MGI,MGI:1097695,Ezh1,,GO:0008168,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0489,F,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1097695,Ezh1,,GO:0016740,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0808,F,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1097695,Ezh1,,GO:0018024,GO_REF:0000003|MGI:MGI:2152096,IEA,EC:2.1.1.43,F,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1097695,Ezh1,,GO:0018024,GO_REF:0000002|MGI:MGI:2152098,IEA,InterPro:IPR021654|InterPro:IPR032926,F,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1097695,Ezh1,contributes_to,GO:0031493,MGI:MGI:3820717|PMID:19026781,IDA,,F,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20181201,ARUK-UCL,,
MGI,MGI:1097695,Ezh1,,GO:0032259,GO_REF:0000004|MGI:MGI:1354194,IEA,UniProtKB-KW:KW-0489,P,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1097695,Ezh1,,GO:0035098,MGI:MGI:3820717|PMID:19026781,IDA,,C,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20181201,ARUK-UCL,,
MGI,MGI:1097695,Ezh1,,GO:0035098,MGI:MGI:4429983|PMID:20144788,IDA,,C,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20130222,UniProt,,
MGI,MGI:1097695,Ezh1,,GO:0035098,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q92800,C,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20100127,MGI,,
MGI,MGI:1097695,Ezh1,,GO:0035098,MGI:MGI:4436818|PMID:20064376,IDA,,C,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20100127,UniProt,,
MGI,MGI:1097695,Ezh1,,GO:0035098,MGI:MGI:5318799|PMID:22438827,IDA,,C,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20130222,UniProt,,
MGI,MGI:1097695,Ezh1,,GO:0036333,MGI:MGI:5637451|PMID:25477280,IGI,MGI:MGI:107940,P,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20160125,MGI,,
MGI,MGI:1097695,Ezh1,,GO:0045944,GO_REF:0000096|MGI:MGI:4417868,ISO,RGD:1305028,P,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20141028,MGI,,
MGI,MGI:1097695,Ezh1,,GO:0046976,MGI:MGI:3846264|PMID:19303854,IDA,,F,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20101221,MGI,,
MGI,MGI:1097695,Ezh1,,GO:0070734,GO_REF:0000002|MGI:MGI:2152098,IEA,InterPro:IPR032926,P,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20190428,UniProt,,
MGI,MGI:1097695,Ezh1,,GO:0097421,MGI:MGI:5637451|PMID:25477280,IGI,MGI:MGI:107940,P,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20160125,MGI,,
MGI,MGI:1097695,Ezh1,,GO:0098532,MGI:MGI:5637451|PMID:25477280,IGI,MGI:MGI:107940,P,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20160125,MGI,,
MGI,MGI:1097695,Ezh1,,GO:1904772,MGI:MGI:5637451|PMID:25477280,IGI,MGI:MGI:107940,P,enhancer of zeste 1 polycomb repressive complex 2 subunit,,protein,taxon:10090,20160125,MGI,,
MGI,MGI:107940,Ezh2,,GO:0000122,MGI:MGI:5522578|PMID:24105743,IDA,,P,enhancer of zeste 2 polycomb repressive complex 2 subunit,Enx-1|Enx1h|KMT6,protein,taxon:10090,20140530,MGI,"has_regulation_target(MGI:MGI:892014),has_regulation_target(MGI:MGI:95484)",
MGI,MGI:107940,Ezh2,,GO:0000122,GO_REF:0000096|MGI:MGI:4417868,ISO,RGD:1595860,P,enhancer of zeste 2 polycomb repressive complex 2 subunit,Enx-1|Enx1h|KMT6,protein,taxon:10090,20141028,MGI,,
MGI,MGI:107940,Ezh2,,GO:0000122,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q15910,P,enhancer of zeste 2 polycomb repressive complex 2 subunit,Enx-1|Enx1h|KMT6,protein,taxon:10090,20130320,MGI,,
MGI,MGI:107940,Ezh2,,GO:0000781,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q15910,C,enhancer of zeste 2 polycomb repressive complex 2 subunit,Enx-1|Enx1h|KMT6,protein,taxon:10090,20181201,MGI,,
MGI,MGI:107940,Ezh2,,GO:0000790,GO_REF:0000096|MGI:MGI:4834177,ISO,UniProtKB:Q15910,C,enhancer of zeste 2 polycomb repressive complex 2 subunit,Enx-1|Enx1h|KMT6,protein,taxon:10090,20140320,MGI,,
MGI,MGI:107940,Ezh2,colocalizes_with,GO:0000790,MGI:MGI:5444773|PMID:23046516,IDA,,C,enhancer of zeste 2 polycomb repressive complex 2 subunit,Enx-1|Enx1h|KMT6,protein,taxon:10090,20131024,MGI,"part_of(EMAPA:16105),part_of(MGI:MGI:2155600)",
MGI,MGI:107940,Ezh2,,GO:0000978,MGI:MGI:5576864|PMID:24137001,IDA,,F,enhancer of zeste 2 polycomb repressive complex 2 subunit,Enx-1|Enx1h|KMT6,protein,taxon:10090,20171206,MGI,,
MGI,MGI:107940,Ezh2,,GO:0000978,MGI:MGI:3694308|PMID:16717091,IMP,,F,enhancer of zeste 2 polycomb repressive complex 2 subunit,Enx-1|Enx1h|KMT6,protein,taxon:10090,20180507,UniProt,,
MGI,MGI:107940,Ezh2,,GO:0000979,MGI:MGI:4833736|PMID:20798045,IDA,,F,enhancer of zeste 2 polycomb repressive complex 2 subunit,Enx-1|Enx1h|KMT6,protein,taxon:10090,20171207,MGI,occurs_in(EMAPA:17544),
MGI,MGI:107940,Ezh2,,GO:0000979,MGI:MGI:3694308|PMID:16717091,IMP,,F,enhancer of zeste 2 polycomb repressive complex 2 subunit,Enx-1|Enx1h|KMT6,protein,taxon:10090,20171207,MGI,,
MGI,MGI:107940,Ezh2,,GO:0001932,MGI:MGI:3846264|PMID:19303854,IMP,MGI:MGI:2661097,P,enhancer of zeste 2 polycomb repressive complex 2 subunit,Enx-1|Enx1h|KMT6,protein,taxon:10090,20101221,MGI,"regulates_o_has_input(MGI:MGI:97874),regulates_o_occurs_in(CL:0002187)",
MGI,MGI:107940,Ezh2,,GO:0003682,MGI:MGI:3057067|PMID:15520282,IDA,,F,enhancer of zeste 2 polycomb repressive complex 2 subunit,Enx-1|Enx1h|KMT6,protein,taxon:10090,20041207,MGI,,
MGI,MGI:107940,Ezh2,,GO:0003682,GO_REF:0000096|MGI:MGI:4417868,ISO,RGD:1595860,F,enhancer of zeste 2 polycomb repressive complex 2 subunit,Enx-1|Enx1h|KMT6,protein,taxon:10090,20141028,MGI,,
